x,y,z
585006.3990701648,5246474.807012779,1616.076105703305
585022.7072669461,5246486.775754746,1613.9740876171409
585032.6504798201,5246494.034779169,1612.5935352229708
585048.0618008032,5246501.401290937,1611.4673394097404
585074.5762930372,5246521.128789302,1610.5958367302328
585084.9556326631,5246524.452491621,1608.4315505403754
585098.9741220402,5246531.332805849,1606.6830519814944
585120.0565022494,5246543.021096768,1604.5607199108013
585128.0482868623,5246538.0194586,1603.3198111137094
585135.9383289121,5246531.495852274,1601.04546563538
585142.1349396937,5246522.174935949,1599.3355251869243
585144.5785325911,5246513.337205929,1598.4653183858145
585146.8753346831,5246511.7978235595,1597.9789166706664
585158.3835401433,5246504.258364239,1596.317498503808
585161.9406090083,5246496.814002905,1595.9215449774904
585174.5984785012,5246489.75975078,1595.3607087749183
585192.6564540002,5246485.324699226,1593.2012282905175
585227.2757814501,5246472.373696342,1590.5996352079235
585235.2125173433,5246463.588616432,1590.1284326600262
585269.0237040414,5246441.110510355,1586.6997077590568
585282.1888285626,5246434.142284209,1584.2341073010844
585322.9303256947,5246418.866210827,1579.1571619142942
585366.3577588137,5246356.503264916,1573.1700006479168
585389.8923396474,5246373.796664049,1569.0325940563798
585426.694707829,5246376.157671073,1562.4882809095693
585453.8681258009,5246367.034541266,1562.3272861138619
585512.5375135221,5246338.778197621,1557.5969899708914
585537.5781860758,5246326.87320201,1556.192890868465
585617.8289711393,5246292.181283926,1552.0864165345872
585637.6295172069,5246294.986875165,1536.848826736285
585652.3300854915,5246298.331677158,1529.7868149459882
585691.3410782171,5246309.364950714,1526.4633280791331
585724.6502493235,5246318.789157734,1518.094413215882
585741.760330332,5246317.95694231,1515.150678294688
585759.1858138992,5246321.08359873,1510.1871137953267
585759.764665832,5246320.695051531,1507.5457647643093
585765.4204845012,5246323.034606006,1501.9018260241864
585790.0926654517,5246331.295036409,1501.7009224424269
585796.0465110862,5246334.128028646,1499.625965114343
585817.0300988068,5246334.936218267,1495.062253444427
585843.1296490427,5246329.760281981,1487.6145891278156
585857.2260897622,5246321.325886887,1478.648737364344
585877.8620307591,5246318.693613378,1473.6827798168056
585895.9731607526,5246295.5008131275,1466.5067189652614
585905.541765563,5246296.574075581,1462.7510727480278
585931.3774060764,5246280.47396268,1456.578187324361
585933.915568127,5246281.266696185,1453.85528115986
585941.791381794,5246282.567381152,1444.7840377011194
585963.8672918795,5246278.528220653,1438.914080213344
585987.7798993903,5246261.984657065,1429.8326494771027
586002.7786447708,5246257.0691157365,1423.1083119994078
586019.2734510874,5246238.250892022,1415.098379631641
586029.4506430005,5246232.800775444,1413.821393973297
586055.7067893922,5246235.136946638,1407.6889016280056
586083.734009214,5246236.496818111,1402.6701834185328
586089.0169503796,5246237.17307809,1400.9701277071097
586102.587905172,5246237.658588177,1394.5998243825
586121.169808314,5246236.687025296,1388.2994407203678
586132.6503540111,5246235.164833444,1387.554128282235
586169.5582004149,5246223.733225382,1384.2705021972724
586202.9832290041,5246200.207421254,1380.459579785717
586241.9441248014,5246197.667955348,1375.9278892039943
586250.5189920712,5246195.086888047,1375.3663298021384
586272.3297010525,5246192.978534969,1372.7752844770855
586297.7747850468,5246192.173885809,1370.8904967835042
586329.5450082358,5246181.906343471,1367.1072336186378
586339.4019168017,5246173.402086667,1364.512944201128
586353.3237267247,5246166.008906454,1363.728361205804
586374.7040547037,5246161.446508939,1359.788060730169
586397.6701106477,5246156.234530142,1358.53032646247
586405.6362419066,5246148.206387512,1355.9249779096117
586412.9138838646,5246146.259570803,1352.7514196301254
586441.045758177,5246136.602845052,1350.260910098618
586448.7775755378,5246130.660595818,1349.3134583037195
586492.6815058487,5246116.375351449,1346.6284640214258
586537.1965103447,5246087.9957340285,1346.6284640214258
586541.7906532023,5246092.203281932,1344.72756184941
586558.2003871213,5246102.263956389,1342.6943282802763
586621.1868928607,5246136.230328848,1342.1815722688893
586647.7679514388,5246127.320245375,1340.1302071016903
586700.5136249855,5246112.58466952,1339.8584634753092
586727.3927306778,5246120.30717604,1338.8944070501313
586745.9306709019,5246128.618382784,1337.2072837844737
586771.5749716362,5246127.346216012,1334.4329285226902
586795.2736056666,5246122.233480111,1333.127004568199
586817.2078270093,5246120.975509407,1331.2354357065872
586847.3194406546,5246117.146215335,1328.6516674932504
586863.0467939564,5246109.917880493,1328.6516674932504
586874.2686521383,5246109.835960333,1327.9383401340228
586897.6911369454,5246111.900545728,1325.4451780163336
586913.4276359949,5246111.900545728,1319.1580073044524
586922.3361783943,5246113.515534961,1310.2196684348296
586944.8497111015,5246118.334126501,1308.7500000000036
586970.7834286533,5246117.525894348,1308.7333453478348
587026.6412497109,5246090.48404661,1308.7175349715108
587057.8161325315,5246073.890007809,1300.98527548572
587061.8138480844,5246071.830619494,1297.7027996439317
587074.1831632585,5246063.457900608,1291.27798577005
587090.3122784168,5246056.134856232,1281.2500000000036
587103.201149875,5246049.451441179,1280.5758032836156
587131.7673586301,5246034.741354093,1278.1683191654915
587150.9714831271,5246032.380969385,1266.530847611102
587167.3585949952,5246029.912008001,1262.3134514022931
587185.2376825385,5246023.529354015,1253.6318751503236
587198.3114814076,5246020.019227578,1251.8804260497125
587219.398914558,5246016.482709322,1249.9956429042272
587253.6939976416,5246006.2781114,1242.6940351018366
587259.8178098389,5246004.406407741,1239.3228280735148
587272.7975036122,5245996.315825974,1237.0406846586764
587288.3155452145,5245991.515632728,1226.1374957511528
587294.008747184,5245988.791703978,1225.284629693856
587314.742804837,5245974.485498342,1225.185051639011
587325.3906417756,5245967.7934172135,1221.8948435656118
587352.9877042071,5245951.063927103,1213.608782723422
587363.9050254539,5245946.543091777,1207.7988467248147
587384.3214520701,5245930.998675261,1204.8102511934278
587399.1495396397,5245920.272252638,1199.780036881448
587401.3839340847,5245924.878467054,1194.227016684382
587405.4270282917,5245923.103469356,1189.3366978899016
587413.3451130025,5245918.663674698,1185.4540311595856
587421.5171910756,5245916.942343662,1181.9610283439952
587445.9830186017,5245888.055855203,1177.552921995033
587452.0851118508,5245884.510767125,1176.377589881381
587461.6146538346,5245874.148780088,1170.713923570774
587472.8035127056,5245865.163828583,1164.9539702255056
587478.2836255108,5245860.256811424,1160.8762130653208
587501.3795099382,5245833.000065937,1159.3369372274205
587505.0516643417,5245827.524816412,1159.3364185760124
587515.613975717,5245815.473384345,1155.6069571013927
587527.8129699598,5245802.314667839,1149.9607926142357
587539.286018836,5245782.829658576,1146.6193108647255
587541.801969754,5245779.676815164,1144.8967864834733
587547.2473393324,5245771.131574552,1139.9014341276347
587559.0105650789,5245759.043871745,1139.1626676613048
587566.2403971363,5245745.48287881,1135.514355951494
587574.5436036246,5245733.157237555,1132.6593747561708
587595.717028084,5245703.227744137,1131.1466875910564
587602.576440164,5245697.019743645,1128.621059856885
587615.6735960554,5245681.777595322,1126.3879662515283
587628.5250090363,5245668.134571747,1121.2782879299702
587647.80456125,5245666.471938992,1121.0054280282613
587655.2200143286,5245659.616194694,1120.9435531762501
587665.6152303284,5245644.878522507,1119.5516607155919
587667.7744079179,5245645.709913872,1115.463202767976
587678.1375512541,5245655.520311427,1114.9709212357232
587708.4206399822,5245643.2419947805,1114.7650165361324
587747.0844835396,5245626.037325348,1114.766412611516
587773.4721269152,5245639.335801919,1114.239556681207
587783.6108385945,5245638.212090891,1114.250049388229
587823.0911703642,5245628.489904862,1113.1390905599062
587858.6134693443,5245609.423552921,1109.8062140749382
587870.7622438755,5245626.525610285,1107.8277334084798
587900.6528027038,5245623.38126617,1104.2136651455392
587906.8035115801,5245627.303873202,1103.097768073474
587929.679908863,5245622.938584084,1100.8416969116824
587946.6259965994,5245624.605719193,1097.1153319653224
587961.5697053906,5245623.052741734,1096.0036805872555
588000.0105492644,5245602.195794989,1095.7518467236541
588022.3538935155,5245589.752532432,1092.3912865777154
588041.4619460256,5245593.811301293,1091.9992478574932
588096.1678762251,5245618.466629512,1089.6123049535079
588112.5,5245637.5,1088.750000000003
584054.44,5247056.64,1748.75
584056.2767295741,5247050.157561042,1747.9258778539565
584068.1462247203,5247027.482238358,1743.8960523051485
584086.5652704197,5246998.2113509225,1738.2759029783633
584095.2939865708,5246993.172282884,1736.9429775395133
584106.4077512469,5246974.79870064,1734.5550640298459
584126.810917532,5246955.973585393,1727.3554912485506
584145.4064445281,5246932.250469134,1720.6145212124356
584149.5329803068,5246927.551035285,1718.5818898987634
584163.0090663838,5246909.5973433945,1713.8062022772058
584182.2283220453,5246893.941189689,1706.6523741908718
584199.4157626816,5246879.548040876,1702.5950601249385
584209.1972472968,5246868.623671523,1700.4153390522329
584219.2855516389,5246859.470514359,1697.8933771207178
584228.900988487,5246850.391969931,1694.9193963984817
584235.5613564322,5246846.499460588,1693.9224561122487
584246.5800600244,5246841.775164241,1691.551927903292
584253.0138205559,5246837.063008721,1687.497873473054
584271.5146910308,5246826.376495183,1684.8951766684609
584276.5926220333,5246823.664932367,1683.9215999346434
584291.1672186592,5246815.690443091,1683.1147494178344
584313.7021246186,5246814.372840547,1679.673063203644
584324.0776022708,5246812.705015949,1678.6624638234666
584337.3295123386,5246808.026927667,1676.8839668933415
584346.244637506,5246795.404375399,1673.1538701116538
584348.4632033048,5246789.229444027,1672.4080628246343
584352.7192237121,5246773.589463714,1669.7299989513267
584359.045929038,5246767.192265657,1667.0249365254545
584364.7170705561,5246767.435606068,1664.8618633739732
584376.6261440245,5246767.763456084,1661.8350439805254
584397.9573193874,5246768.848847899,1659.3587405532771
584416.0162023915,5246762.031431115,1658.123854478596
584448.5759783104,5246740.27284074,1654.8859740027774
584459.1615649698,5246727.215655882,1653.9228349696268
584470.9628889564,5246718.986487054,1652.94372700735
584476.9906910178,5246707.120236306,1651.9054036300258
584501.7265583377,5246703.729573514,1649.757382140297
584524.2037061591,5246696.77870019,1648.8682286490953
584531.7318721053,5246681.229795822,1646.4583701463303
584540.9823548698,5246675.832151063,1645.0647739274514
584549.4126141231,5246655.130847867,1644.6362429394535
584571.5911545948,5246645.179024234,1644.2670610921753
584580.7955203361,5246637.555975883,1641.6756151618163
584588.9083557607,5246624.72757315,1640.8780895953644
584614.0862489687,5246592.526410708,1640.7413454526684
584621.3286528453,5246584.939358503,1639.3676586233541
584637.1773937272,5246585.581251304,1638.2013066300929
584677.7313789442,5246600.218552904,1637.8275204699858
584687.2143035788,5246603.4333382975,1637.1956579420282
584700.3244165668,5246610.251432617,1636.5800316373538
584712.4314212012,5246615.898715852,1635.775122092095
584719.9792271749,5246626.169110322,1635.20787155559
584729.9447115429,5246617.1662642965,1635.1096093256592
584754.2586083814,5246596.4601877155,1634.4899405575839
584768.0936167716,5246600.7482462255,1633.6322201533376
584780.6270629243,5246603.055158524,1633.4051930224853
584812.8530775863,5246583.578671854,1633.4210102659424
584821.4453020993,5246580.456990876,1632.9955806496741
584836.3036882398,5246528.546754758,1632.8666769381575
584839.2609411672,5246518.048839413,1632.531404052742
584846.0027898374,5246496.670575747,1632.2673477241822
584881.1108133314,5246489.231704824,1629.160550196367
584923.2030413748,5246468.630764119,1621.9414348957148
584965.6668126186,5246452.500699193,1621.9040917607783
584983.4023310823,5246454.0475419685,1617.7247196494286
584992.9120712222,5246460.296484882,1614.3442748724326
585019.8244370854,5246481.4666309245,1611.6365660200431
585041.3905213445,5246494.064956349,1611.3531300779355
585091.323071702,5246515.846187543,1611.2499401858863
585113.9528052042,5246525.807467515,1611.1478209499141
585124.6285093126,5246490.184786284,1609.7015848508565
585152.3013338014,5246487.945852127,1599.765765214464
585174.1046862414,5246487.2828317145,1583.7872868672148
585262.5,5246437.5,1583.750000000001
585312.5,5246437.5,1583.750000000001
585364.314689105,5246349.122775154,1583.1499474240957
585393.654915645,5246367.370165175,1568.583598859902
585423.1735355343,5246379.968307729,1560.392430749364
585512.5,5246337.5,1556.250000000001
585612.5,5246287.5,1556.250000000001
585634.8868799728,5246287.5,1538.161863750559
585648.8654049548,5246291.25758793,1528.750000000001
585693.4088905826,5246305.405632572,1528.538678906731
585753.1892110285,5246335.074821943,1526.8946995369924
585769.4048038698,5246337.271699336,1525.5019955764335
585769.3388192286,5246337.333642375,1517.3019703597438
585779.9649204477,5246337.55132154,1500.954489140587
585822.3366264066,5246336.949886872,1498.4876113913901
585853.284321852,5246333.1965110125,1490.0341727543637
585872.8404188494,5246326.950274122,1477.5677627248213
585882.8276984432,5246317.109647567,1473.715540305799
585912.5,5246287.5,1473.750000000001
585912.5,5246287.5,1446.250000000001
585956.0669678928,5246287.5,1441.536507971813
585990.1347579053,5246261.125000161,1430.322554370063
586011.674341352,5246242.697282798,1417.6030208070392
586024.0423358779,5246238.9247278245,1414.1801127581925
586048.8185017076,5246237.237695964,1405.8553232248923
586063.6092617965,5246237.876131736,1391.3887270646494
586076.09033475,5246237.552181642,1391.2431686010275
586128.617868314,5246233.958078867,1391.250000000001
586208.9058649632,5246193.426310283,1386.9040391254416
586232.422638347,5246189.010254849,1372.8851936670826
586243.1557195688,5246185.924421392,1368.2492352022432
586282.3687913546,5246186.329765079,1366.7973677614186
586295.8072137402,5246180.940474968,1364.9344482825313
586343.3902539393,5246171.02950645,1363.7500000000014
586406.1126696337,5246137.5,1363.6709824742875
586422.5528010486,5246137.301250312,1361.5596830712511
586459.8342747497,5246130.4249514,1340.1867663471148
586466.1007115073,5246131.462322628,1338.716056998161
586541.6173900786,5246095.886345938,1337.4191496236313
586557.7676456423,5246093.4547035955,1336.9569686908267
586595.371986066,5246114.1394233415,1336.720552376723
586640.6041472044,5246134.429488443,1336.5487010930756
586686.8174568616,5246129.254216597,1336.4542062122646
586739.3116323884,5246141.414842614,1336.0448241261934
586773.8739373888,5246146.717102383,1335.8902278891155
586817.0108371732,5246131.292908587,1335.3950843486662
586828.4906518001,5246128.897012286,1335.3527908887052
586851.4841278351,5246126.381020363,1335.0040057359415
586877.8957854015,5246126.65769896,1334.4703177710298
586913.232010909,5246127.628332369,1327.8807636554534
586932.9137231878,5246129.012123282,1316.7600842058312
586943.5501835184,5246128.898218581,1308.7500000000014
586973.4563385465,5246128.589753558,1308.7184553711163
587037.8461139644,5246088.641645857,1308.623821484461
587067.0042011517,5246078.579544777,1305.553473186489
587073.5828512016,5246076.417148799,1300.5895131322886
587086.3934736623,5246066.687861599,1281.2500000000014
587136.3929519395,5246037.5,1263.9381059103086
587152.7718789503,5246035.501329657,1253.7500000000014
587196.2732893665,5246026.980311493,1252.379515582461
587258.2000958767,5246002.617861974,1244.2363959312881
587280.7347273615,5245994.220918153,1244.1764622253563
587282.7272110773,5245994.069039795,1234.2950618947418
587296.7040679158,5245985.528555869,1226.2205673085869
587331.9069724816,5245969.6085143415,1224.488592901473
587364.3405711676,5245947.720807283,1204.7409748622229
587379.8609231432,5245938.642201061,1196.3508175657387
587399.4135503585,5245930.8199726585,1187.4137678448815
587414.8511389262,5245918.983617785,1172.2198448070692
587436.8006680082,5245891.557261467,1171.2500000000016
587463.9661839039,5245852.652569779,1167.639584525189
587494.6871731204,5245827.866093524,1160.8530255030742
587506.3867823181,5245806.440747323,1159.0532663634815
587511.8491567478,5245796.425348846,1143.7500000000016
587515.8647112176,5245790.943280407,1143.4244405355237
587527.2745816533,5245772.594796412,1142.5540662558078
587551.1730606386,5245736.720651745,1141.5701541915414
587567.978720266,5245701.668915392,1137.3729548863942
587586.0064712247,5245666.133179332,1137.1705150729792
587588.4169059683,5245657.926793967,1133.7541695849322
587588.4146250522,5245654.411876928,1125.2839429048481
587591.6320079779,5245641.634973496,1116.2873201591233
587605.7444012554,5245603.478868856,1115.6901687445786
587628.2915656148,5245573.682723121,1113.7486506017349
587632.5229014779,5245555.765879001,1113.21700231097
587621.6449375731,5245520.632703516,1110.0334189807181
587610.487377601,5245499.029138605,1103.6623213397227
587614.8069034719,5245486.101485238,1102.3929952814183
587626.7211728379,5245448.791575759,1099.344503134343
587626.3174299096,5245438.771335983,1094.0970359833786
587638.426481556,5245400.159231632,1093.0980086600705
587640.2904553056,5245394.0649320185,1091.7519122773042
587639.7639013119,5245379.517078571,1088.8008667076595
587640.6363668682,5245361.047003406,1086.2929731986244
587636.4160642548,5245349.720597283,1083.4021969186417
587622.3547035647,5245331.349711395,1083.499137884285
587618.9194153745,5245318.168604611,1083.499137884285
587619.0450900561,5245302.7573900195,1083.7592395832228
587610.2591995335,5245291.529070268,1084.7539582342315
587621.2098685306,5245263.507274114,1084.7539582342315
587618.1340430616,5245255.037840473,1086.3924452595365
587607.1414686657,5245242.430029524,1086.9823084647155
587573.1533420099,5245220.076640037,1087.376031680239
587567.4416418681,5245209.347057965,1087.7296793913388
587618.9429943337,5245186.563780638,1087.6851819523986
587632.0124340614,5245179.673450524,1087.8339860109709
587649.9967528421,5245167.086029144,1083.7750903202023
587643.8415088581,5245165.367002325,1079.2397249783658
587663.6586688767,5245154.946081625,1078.5955696298297
587675.6135681559,5245150.709905238,1077.9290312771825
587677.1237187306,5245136.930886069,1080.8627047277423
587686.8385833949,5245143.837496501,1080.7699018697645
587696.855534392,5245131.083593114,1081.324490687421
587703.6460582216,5245108.73916829,1083.7678013436991
587729.0716914012,5245067.803895255,1084.0133495438026
587730.15895042,5245051.934465227,1084.749994144113
587738.806694802,5245010.235619125,1087.6271866964892
587762.5,5244972.160762871,1093.2035142676668
587762.5,5244977.499726404,1102.058970344469
587762.5,5244987.5,1116.2500000000018
585367.03,5248151.77,1666.25
585396.0992631277,5248151.074219424,1662.3114032848766
585407.8050051649,5248139.644452804,1657.5948491295235
585428.1800142038,5248124.914712173,1650.3232496634444
585431.8414648108,5248122.331405428,1645.2134173688469
585434.5047188645,5248112.501824872,1641.3693841183142
585480.5535023698,5248083.526915061,1641.3693841183144
585512.0583126835,5248077.255292504,1641.6353933589294
585558.0592739643,5248053.108993922,1641.597048172941
585576.7610724171,5248001.0141572915,1641.8014483220459
585556.3239258506,5247970.213885222,1642.4814279441252
585546.4561914237,5247939.520153051,1642.680704929466
585538.4147340065,5247912.6195007935,1643.7347531309674
585529.8827236235,5247890.618243081,1648.8044796905638
585529.5509019422,5247887.438192388,1650.013459106437
585524.8501896554,5247875.874072188,1655.0868056606723
585522.8926637771,5247864.077796506,1657.8588546960868
585521.9857638417,5247854.740693104,1660.710932924777
585517.2112492026,5247848.631273766,1667.6718038749884
585516.6080781694,5247840.253929044,1669.9737804204296
585517.4156574074,5247831.183989828,1673.246888970637
585512.3765353997,5247821.932618845,1675.394051799255
585492.2410766765,5247794.559401174,1680.7134021721672
585476.0065116428,5247767.397006964,1687.0875980108453
585472.5611935096,5247755.10533738,1690.2636977148181
585465.063952125,5247737.277867607,1695.699567556072
585462.5496912687,5247729.301774448,1697.8397801100532
585455.4181344631,5247713.643167239,1700.7649535508658
585451.9738507862,5247693.046847939,1701.9505937254169
585446.0563544291,5247678.742463626,1703.5367313252782
585439.7533605084,5247658.799623649,1703.9141081465482
585439.5706747626,5247650.388000367,1704.2695209889946
585440.0973137515,5247640.132324616,1704.6772343439854
585442.8159677337,5247619.6861305,1705.4002186376174
585445.4155188886,5247604.284739724,1705.9990966709947
585448.549755954,5247585.517309402,1706.917812565589
585449.2119832827,5247568.732723816,1707.5221276827228
585450.2162255229,5247557.359604737,1707.851727248646
585454.2309854487,5247541.406751345,1708.2556832631187
585460.3487674792,5247521.988727967,1709.0170436125502
585465.9967900544,5247510.208773848,1709.3637255673025
585471.3475645835,5247495.985301904,1709.8078767768307
585477.6881863223,5247481.790571472,1710.5755760719576
585482.2567753348,5247470.603071838,1710.9843198665167
585488.2882239566,5247456.066278678,1711.3852599112333
585491.7321757961,5247448.077448172,1711.7413055768945
585498.5229953578,5247433.050154468,1712.2498118202675
585503.4667802225,5247420.9379425645,1712.6001208476032
585508.6190161381,5247408.091719594,1712.8435184387483
585513.9298602823,5247394.988660724,1713.4321425688436
585519.3295339774,5247383.5180617375,1714.0181274094502
585524.0104225588,5247373.563560061,1714.3460928618283
585529.9583389879,5247360.490019952,1714.6678104405712
585537.0100651281,5247346.211377263,1715.103808335662
585542.4201034557,5247335.321630702,1715.6263854389476
585548.0330599297,5247322.091624159,1716.0365333972145
585553.0540080509,5247310.921202999,1716.1646427660398
585557.5405150071,5247300.437831596,1716.5436402872676
585561.4679754421,5247291.051546479,1716.6997008569035
585567.6695557893,5247276.67567548,1716.6553263956046
585572.8266691433,5247263.174084101,1716.7814978949696
585577.2175087049,5247252.648979665,1716.9773214339134
585581.5894283814,5247240.868239727,1717.012777117829
585585.3003937029,5247231.182784266,1715.423864454722
585591.2876451797,5247217.167859757,1714.5406699496557
585597.1023405379,5247202.9027167745,1713.5225467607452
585601.0914857117,5247191.841221546,1712.867930984608
585605.7671956397,5247181.470652004,1711.9458573619377
585609.9574003362,5247172.121282066,1710.4846870438937
585616.0702911469,5247158.047587626,1708.066693466505
585620.1390525942,5247147.880953628,1706.3646677658926
585624.0566127608,5247139.236513934,1705.2486966560618
585629.389961649,5247127.580260961,1703.5573169233955
585633.6267284334,5247118.439045231,1701.672733547924
585638.4099215022,5247107.412644772,1699.0249603418447
585643.7128561276,5247095.635752221,1695.873962897016
585648.6211501173,5247082.5106281005,1693.8089749335654
585651.1128001247,5247076.137337525,1691.633993128049
585654.8142564199,5247066.294646597,1689.4882235877717
585658.585346343,5247056.4142507445,1687.1257530403832
585663.3258004825,5247043.662500767,1684.0250127528625
585667.1519401596,5247031.765778758,1681.3679977938837
585670.4575376548,5247022.246313841,1677.3999945382216
585673.3536637073,5247013.960746532,1673.9033575886917
585677.1674834407,5247002.873604556,1671.2944657995656
585678.4330572011,5246998.343171504,1668.938892940026
585681.4616531676,5246986.839723725,1666.3753792866141
585684.6431906617,5246978.2879266,1663.8370119602364
585690.0845417111,5246962.820544185,1659.209462904602
585693.1199748955,5246952.080271599,1654.5101278131306
585695.648475301,5246941.582266224,1649.4743980220624
585697.1432322883,5246935.760566379,1647.3386298347561
585700.0419844299,5246927.513111585,1642.2749888623464
585702.1896843067,5246919.946717416,1639.5510656878441
585706.7159559176,5246908.33670397,1635.6899402185793
585712.2684637182,5246893.178097188,1632.1152498638025
585716.4152553326,5246881.036630991,1627.5708623395235
585719.7090327059,5246871.308820714,1625.3318188930787
585722.1195609429,5246865.969455564,1620.4508573411927
585726.1081047768,5246856.548059443,1617.5892079155615
585727.8492674913,5246851.700740633,1613.895805828925
585732.2572296305,5246841.122406012,1610.5351480734025
585736.1198013541,5246831.88351381,1608.5473998429811
585744.3512624184,5246817.362324406,1605.4058955492137
585751.1353566166,5246805.275765166,1602.8688886772584
585753.7191784806,5246799.0230241055,1600.4404386122596
585759.111319026,5246788.406070508,1595.8952639337272
585762.4966547093,5246784.196091533,1591.6863102334246
585763.7360973837,5246780.225904346,1586.3273465242469
585765.8400379434,5246773.161971984,1584.2058198410057
585770.477448923,5246764.76596084,1582.195332833433
585778.5918373629,5246752.490284908,1578.9601297763206
585789.0730780055,5246745.020565827,1576.079678847625
585801.2647787487,5246730.020016514,1571.9481993665254
585810.1748976898,5246716.945969071,1570.804135035883
585814.9167642236,5246713.711371058,1567.0531923242625
585817.094930579,5246710.105090328,1564.1334401061663
585826.7105844372,5246701.007637119,1557.9973210375251
585830.2677998731,5246696.135199745,1555.439707483089
585837.9779015521,5246688.260074064,1553.3966923169455
585848.8679783741,5246678.434457179,1548.6878660204343
585862.1092014711,5246669.437550138,1544.4099536247074
585870.7010246927,5246661.392461375,1542.1250086781438
585885.3477994706,5246651.0803029705,1541.6750524837025
585898.0006772571,5246643.402768978,1536.8467050537306
585904.9558291341,5246636.538009086,1532.2940104617314
585914.2246853303,5246628.4121233355,1527.7089528338345
585929.8244974778,5246617.239860417,1523.4603595710591
585944.7618285222,5246604.102909842,1520.3267005779185
585951.271855825,5246597.214489808,1517.3649218542455
585961.1213358657,5246582.8930120515,1512.838006332673
585972.4444095733,5246573.640371666,1510.4406731790964
585980.7478062975,5246566.038996878,1507.9922227741968
585985.6366665668,5246559.659622239,1503.6266160592431
585990.9664118228,5246550.238591604,1501.2931886843712
585999.8929651821,5246537.996496444,1497.6075740196784
586008.695320961,5246526.7955166185,1494.4620695124586
586013.8181965059,5246516.328399283,1491.8104138216152
586020.6076862694,5246506.215440629,1488.5627458693077
586026.7247770376,5246496.5958999,1485.3556954872915
586033.3237880212,5246487.707822585,1483.2521007291816
586037.7774656797,5246478.855671686,1480.190869241189
586042.9201324547,5246470.064891741,1475.8938421798607
586050.079465286,5246457.942170941,1473.5612001702746
586053.625669654,5246449.903936657,1470.992592415337
586058.6937851389,5246440.173323332,1468.4574875315025
586064.7943005037,5246428.480894197,1464.5315175190826
586069.9199410378,5246420.704964323,1461.520441971038
586073.0630839923,5246413.69893948,1457.841285281841
586077.7872077596,5246401.751671941,1454.3049222151262
586080.9258795328,5246394.155959525,1451.212674008506
586086.1989528453,5246380.7145327,1446.9612074954046
586091.6233068716,5246367.516196682,1443.6799439595472
586092.9215537836,5246362.404160533,1440.0175880690194
586097.7741477202,5246350.047512322,1435.9273086588419
586100.0730405586,5246339.980594578,1433.9302250397368
586106.2403578014,5246330.405019782,1432.199213458428
586108.8136951504,5246322.485964706,1428.9390698238285
586115.3156330052,5246311.728187793,1425.9178960019806
586121.1186171946,5246302.211621139,1422.1551088338983
586125.7055122651,5246294.033663078,1416.2303505612313
586128.8781513143,5246285.213327197,1414.7268689870725
586135.3250832619,5246272.516046343,1411.7452643552617
586145.1038989265,5246262.853234724,1407.5342922943655
586146.4765938494,5246258.66575417,1403.9261564999892
586151.4809843092,5246256.722092348,1394.66961737405
586158.5721589491,5246250.039789753,1391.5175884818252
586186.0549940678,5246239.2366840085,1389.866580226052
586219.0088486338,5246222.84000572,1388.189717090689
586236.8098823698,5246203.372232809,1385.541309725387
586242.838268588,5246195.743247842,1380.8363707859303
586245.847776829,5246190.1380773755,1366.5458141270315
586284.923886581,5246186.6086212145,1365.3768294506249
586296.9872732629,5246183.860611282,1364.5857307944839
586345.3215904176,5246173.024360008,1363.583249297974
586408.8311735659,5246137.689770534,1363.5255096687397
586422.9541500243,5246137.368705114,1361.5097114612417
586458.9254693387,5246131.958481286,1339.2854945580002
586463.6638830813,5246132.267992486,1338.4752028548855
586541.514502791,5246095.5621151,1337.0910923116548
586557.0038638815,5246092.983223554,1336.8412392647128
586594.3603334015,5246113.472135772,1336.592600511678
586640.2000764282,5246135.70291371,1336.422025514763
586687.2869740885,5246133.357010736,1336.1754380741959
586733.4152062977,5246139.047909113,1335.9496156747052
586780.7815739132,5246136.420762145,1335.7987808011503
586790.2215748385,5246133.260653025,1335.731701490803
586831.3129017898,5246135.772050969,1335.5304635597606
586846.6157846318,5246131.715537248,1335.1017772436658
586884.07004406,5246132.844827374,1333.3263918204862
586914.7194068502,5246133.093884516,1308.7499999999984
586933.5765118016,5246133.047785333,1308.7499999999986
587045.739341279,5246085.40094445,1307.955554276829
587074.052965759,5246075.947034241,1300.646143383004
587085.2223681258,5246066.335275681,1281.2499999999984
587116.8336319341,5246037.5,1272.5873768271526
587189.4056438638,5246019.294480239,1253.7499999999984
587240.4574642834,5246007.040109977,1249.656641213133
587273.2354464183,5245992.072988533,1245.2336446338932
587277.0836940168,5245991.736399034,1236.7842996572797
587292.837711573,5245983.544549544,1226.1740791484128
587335.0245631906,5245966.160997941,1224.5779583127776
587363.0667649287,5245946.658404572,1203.5596073151792
587378.5077405166,5245936.575810711,1196.0470153373656
587397.7564472947,5245927.802183624,1184.9287114543104
587414.1454741686,5245913.477896122,1171.928758094577
587439.7512819514,5245888.010667419,1171.2499999999984
587490.6181486526,5245835.581999617,1171.2499999999984
587512.5,5245808.7352084005,1152.5095234650641
587543.7103624392,5245766.8378101885,1143.7499999999984
587565.3729299047,5245739.353499526,1142.2759664102512
587583.1677842095,5245702.314368044,1142.233901520455
587612.5,5245642.788780759,1135.1759738354235
587623.161271051,5245619.535817549,1116.2499999999982
